benefit - benefit
Company,welfare
星聚點文創股份有限公司,"星聚點提供完善且優渥的各項福利，以達成「增進員工福址，照顧員工生活」為目標，歡迎具服務熱忱，有強烈學習及企圖心的你，參與世界第一的品牌團隊，一同開創餐飲娛樂新風尚！

★獎 金 福 利：
三節獎金(禮品)、夜間津貼

★休 假 福 利：
生日假、陪產假、婚假、育嬰假、生理假、年假、國定假日(擇日補休或核薪)

★保 險 福 利：
享勞、健保、退休金6％提撥制度、雇主責任平安險、健康檢查

★衣 著 福 利：
免費員工制服、免費送洗

★娛 樂 福 利：
員工免費歡唱、員工旅遊、慶生活動

★補 助 福 利：
慶生補助、勵學獎助金、結婚禮金、生育禮金、喪葬補助、傷病慰問補助

★加 碼 福 利：
員工享有星聚點１號餐廳用餐折扣、安排階段式之教育訓練，提昇員工各項職能，配合國內及海外展店計畫，暢通之升遷管道，可擁有充份發展空間。"
君綺管理顧問股份有限公司,"◈◈挑戰年薪百萬 獎金無上限
◈◈全台累積70萬名會員口碑好評
◈◈最多顧客選擇指定醫美品牌
◈◈完整教育訓練培育醫美頂尖菁英
◈◈直營13間連鎖品牌升遷機會多
◈◈完整的員工福利與體制規模

【整體形象】專業的制服，美姿美儀、待客禮儀教導。 
【薪獎制度】到職即有保障底薪、業績獎金、績效獎金、競賽獎金(品) 、團體獎金、年終獎金(依到職及公司營收)。 
【勞工保險】勞保、健保、6%勞退金、生育給付、職災/傷病給付。
【請/休制度】特休假、產檢假、產假、陪產假、育嬰留停、喪假、婚假、生理假、普通傷病假、公傷病假、家庭照顧假、事假。
【健康照護】員工健康檢查、團體保險、喪葬津貼。
【幸福樂活】生日禮金、結婚禮金、三節禮金、員購優惠、國內外旅遊、員工尾牙或春酒、不定期聚餐(餐券)。 
【職涯發展規劃】新人訓練、在職(OJT)訓練、在職技能進修、補助專業證照課。"
台灣東洋藥品工業股份有限公司,"《薪資福利》
市場競爭力薪資(保障年薪)、三節獎金、年終獎金、績效獎金。
優於勞基法休假制度與保險制度。
外勤人員優惠車貸。
完整東洋大學教育訓練課程與職涯發展機制。

《職工福利委員會》
員工旅遊補助。
每年安排員工健檢。
社團活動經費補助。
年終尾牙禮金與部門聚餐補助。
三節、勞動節與生日禮金。
婚喪喜慶與生育津貼。
子女教育津貼。
急難救助金。"
尖點科技股份有限公司,"◆ 獎金 / 禮品類
1.年終獎金
2.三節禮金/禮品
3.勞動節獎金/禮品
4.生日禮金/禮品
5.資深員工表揚獎金及獎座
◆ 保險類
1.勞保
2.健保
3.員工團保
◆ 休閒類
1.國內旅遊
2.部門聚餐
3.福委會特約商店
◆ 制度類
1.員工制服
2.伙食費
3.誤餐費
4.完整的教育訓練
5.順暢的升遷管道
◆ 請 / 休假制度
1.特休/年假
2.陪產假
3.家庭照顧假
4.女性同仁生理假
5.公益假
◆ 其他
1.員工健康檢查
2.員工免費汽機車停車場
◆ 補助類
1.結婚禮金
2.生育津貼
3.員工教育獎助學金
4.子女教育獎助學金
5.住院慰問金"
八亨企業股份有限公司,"1. 不定時舉辦國內旅遊聚餐     
2. 勞健保,團保,在職訓練   
3. 週休二日 
4. 供午膳
5. 公司工作時間為上午 8:30  至 下午 5:30(每日工作8小時)"
一詮精密工業股份有限公司,"LED光電產業  跨二岸學習成長舞台
新建科技廠房 致力於開發IC半導體
新事業、新產品開發  持續創新求變

四十年來一詮秉持「處事以誠、行之以敬、言行一致」之經營理念，希望員工以進入一詮大家庭為樂，並感受溫暖和諧的工作氣氛；除了利潤共享的激勵制度外，並期望規劃符合員工及眷屬需求的福利制度。 

利潤共享的激勵制度
‧激勵員工踴躍提出有創意、新方法之提案，頒發提案獎金、立案獎金，再依據改善成果效益給予豐厚的獎勵金。
‧激勵員工創造雙贏～依年度考績辦理員工調薪，讓績效管理與薪酬及晉升結合
‧獎金天數自己爭取～依照年度損益及個人考績核發年終獎金

學習發展
以尊重、激勵、規劃未來的用人理念，透過以下方案，不斷培養出有承擔、能付出及讓更多人成長幸福之有競爭力的人才。期待菁英您的加入，共創未來。
‧公司具備明確的年度計劃，以及月度計劃管理系統，藉由做中學、主管一對一帶領教導、職能資格認證之員工訓練發展體系，可於職場中不斷地學習專業技術與管理能力。
‧透過目標管理、高績效管理系統、組織團隊的管理運作，協助新進人員創造績效卓越成長，不論是從基層晉升課長到經(副)理，亦或是工程師晉升到高級工程師，均有一套完整的短中長期培養規劃藍圖。
‧每月運用個人別KPI績效評核機制，搭配異常管理系統，每日每週隨時掌控工作進度與績效落差，每季透過良善互瞶的績效面談，以全面有效率的徹底解決工作問題，讓員工在工作中獲得成就感。

合諧的勞資關係及員工照護
‧傾聽員工的心聲～每季辦理勞資會議、線上及書面員工意見箱
‧合法的員工照護～健全的勞保/健保制度、完善的退休制度
‧醫療照顧及諮詢～全體員工免費年度健康檢查，另設置醫務室及駐廠護理人員
‧分攤雙薪家庭重擔～子女托育津貼補助、育嬰留職停薪、男性員工陪產假、家庭照顧假、哺乳室

多樣化的職工福利委員會
‧品學兼優的小鼓勵～員工及員工子女獎學金
‧想要什麼自由採購～端午、中秋、勞動節三節禮券及生日禮券
‧特別的時候特別的心意～婚/喪/生育禮金、住院補助、急難救助
‧員工健康是公司的福氣～提供員工意外及醫療團體保險，駐外台幹另投保海外醫療險
‧運動塑身大家一起來～社團活動、交誼廳、定期開辦瑜珈有氧課程、不定期舉辦運動會"
台灣立訊精密有限公司,"團保
員工年度健檢
二節禮金/禮品 
公司旅遊/電影日
婚喪喜慶補助"
精英電腦股份有限公司,"更多內容可參精英電腦全球人力資源網:http://www.ecs.com.tw/hr/

【薪資紅利】
-年終獎金
-績效獎金制度
-創新專利獎勵金

【管理制度】
-人性化管理
-週休二日
-彈性上下班制(上班08:30~09:30、下班17:30~18:30)
-順暢的升遷管道

【訓練發展】
-職能體系之訓練發展規劃及執行
-鼓勵及補助參加外界教育訓練

【保險制度】
-勞保
-健保
-團保(配偶及子女可優惠加保)
-意外險

【補助津貼】
-優惠租賃員工停車場
-各類婚喪生育慰問金
-三節及生日禮金/券
-部門聚餐補助
-急難救助補助
-成立社團及補助
-員工年度國內外旅遊補助

【福委活動】
-員工餐廳使用免費午餐
-舉辦各種球類競賽、歌唱比賽
-簽訂特約商店
-各項商品/家電員購
-員工身體檢查優惠
-年度全員活動(家庭日/尾牙晚會)
-各項心靈成長講座
-休閒中心使用(健身房/韻律教室/KTV室/桌球室/撞球室/圖書室/哺乳室/盥洗室/休憩區…等)"
ETC＿遠通電收股份有限公司,"★優渥的薪資水準★
公司依員工能力及工作職責提供具有市場競爭力的薪資，公司視整體營運發放績效獎金。

★完善的福利制度★
1.年終獎金
2.春節節金
3.端午節金
4.中秋節金
5.每年5日全薪病假(優於勞基法)
6.每月手機通話費補助
7.生日禮金
8.集團團購活動(國內展覽文藝票券、餐廳、電影票等團購優惠)
9.企業免費按摩師紓壓服務
10.國內外員工旅遊補助
11.定期免費員工健康檢查
12.婚喪生育補助、急難救助金等
13.憑識別證於遠百美食街、City’Super消費享有折扣優惠
14.遠通之星表揚
15.多元社團活動
16.尾牙活動
17.福委會各項補助
18.遵循勞基法及相關法令規定享有健全完善員工保障 (勞保、健保、勞退、團保)

★專業教育訓練體系★
透過完善的教育訓練體系，包含管理、核心、專業、通識與新人訓練等相關課程，強化遠通人競爭力、管理能力與思考能力，幫助同仁持續成長，公司才能保持高素質的人力資源。
1.新人訓練
2.專業職能訓練
3.管理職能訓練
4.通用職能訓練

★公平透明的升遷制度★
依職位屬性設計不同的工作績效評估方式，以KPI（Key Performance Index，關鍵績效指標）進行工作成果評估，透過客觀的數量化評估指標，瞭解員工整年的工作績效表現。

★休假＆制度★
1.週休二日(提供三種不同時段的上班時間)
A. 8:30 a.m. – 5:30 p.m.
B. 9:00 a.m. – 6:00 p.m. <<核心上班時間>>
C. 9:30 a.m. – 6:30 p.m.
2.門市及客服為輪班制，年度工時與週休二日人員相同
3.享有5天不扣薪病假
4.特別休假制度、完善退休制度"
富邦人壽保險股份有限公司_竹佑通訊處(許岑榛)(核准文號110A01號),行銷專員(含)以上職級享：1.勞基法保障、健保、團保(員工本人公單保費由公司全額負擔)、休假制度、各類行銷津貼、增員獎金、年終獎金、節慶獎金、業務競賽獎勵及其旅遊活動；2.富邦以照顧員工權益、善盡社會責任為經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等福利措施。
臺北醫學大學附設醫院,"三節、勞動節禮金 
共享經營成果提供目標盈餘績效獎金
年度考核績優獎金
每年依考核結果得晉級調薪
恩惠性年終獎金
員工及直系親屬就醫優待
國內及國外員工旅遊補助
提供同仁教育訓練
提供員工餐廳及用餐優待
商場優惠(院內7-11 & 聖瑪利 & 星巴克 &  綠杏藥局等享九折員工優惠)
提供同仁互助金(結婚、生育、本人(含父母、子女、配偶)住院、喪葬、離退等)補助
提供同仁每學期可至北醫大免費選讀一門指定課程
醫療專業及一線行政同仁配有制服
定期舉辦社團活動
年終忘年會聚餐
生日禮金
免費提供同仁身體健檢
每年免費提供同仁流感疫苗施打
提供同仁免費團體保險
免費WIFI
免費接駁專車(1.市府捷運站線 2.六張犁捷運站線 3.信義松山線(象山站&松山車站&後山埤站)

~歡迎您加入北醫附醫的大家庭~"
瀚荃股份有限公司,"◆ 分紅/配股
	1.員工紅利
◆ 獎金/禮品類
	1.年終獎金
	2.三節獎金/禮品
	3.勞動節獎品/禮品
◆ 保險類
	1.員工團保
	2.意外險
	3.職災保險
◆ 休閒類
	1.國內旅遊
	2.國外旅遊
	3.慶生會
◆ 制度類
	1.誤餐費
	2.完整的教育訓練
	3.順暢的升遷管道
◆ 設備類
	1.哺乳室
◆ 請 / 休假制度
	1.週休二日
	2.特休/年假
	3.旅遊假
	4.陪產假
	5.家庭照顧假
	6.女性同仁生理假
	7.育嬰假
◆ 其他
	1.員工購物優惠
	2.員工停車位
	3.健康檢查
	4.配發公務機
◆ 補助類
	1.結婚禮金
	2.生育津貼
	3.員工進修補助
	4.旅遊補助
	5.住院慰問金
	6.退職金提撥"
太平洋崇光百貨股份有限公司,"1.春節/端午/中秋三節商品券    
2.年度假期        
3.國內外員工旅遊  
4.國內外旅遊補助  
5.年度健檢    
6.員工享勞/健/團保    
7.員工生日假
8.慶生商品券
9.年終獎金/員工紅利/週年慶獎金
10.婚喪喜慶各項禮金(商品券)
11.春酒活動
12.完整教育訓練課程"
英屬維京群島商禾寶醫療器材股份有限公司台灣分公司,"1.薪資福利 
◆具競爭力的薪酬水準 
◆年終獎金 
◆順暢的升遷管道 
◆三節獎金 
◆勞健保 
◆員工健康檢查 
◆符合勞基法的休假制度 
◆每月慶生會活動 

2.工作環境 
◆彈性上班時間1小時 
◆舒適的辦公區與作業區 
◆便利的交通區域 (近捷運文湖線-西湖站)"
錠嵂保險經紀人股份有限公司_北二營業處(王玲雪經理),"1.高績效獎金
2.年度獎金
3.主任特別津貼
4.襄理特津貼
5.經理特別津貼
6.夏季大賽獎勵
7.冬季大賽獎勵
8.競賽獎勵
9.績優人員海內外旅遊"
